client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
f7a684bb17c6541d942ce9a9cff0bd21cd3e202e80bb4e567c8e6ee4f784c479bac929e8c8642c90f1dd731c55c38cdf2db82a3650c9872eadfc8985c899b10d	common_voice_ja_20958563.mp3	その荷物はわたしが持ちましょう。	2	1	twenties	male		ja	
51e9ed35447037faf8743d586cdb3e1ec9f5c36145456d83cad5e923288fd71278ff6fc1d932eb62a8693da3a224ac54418f66c8577dfa57bbc8a4f3497fe700	common_voice_ja_20847879.mp3	弟子に腕を支えられながら、最後まで引き続けた。	2	0	twenties	male		ja	
51e9ed35447037faf8743d586cdb3e1ec9f5c36145456d83cad5e923288fd71278ff6fc1d932eb62a8693da3a224ac54418f66c8577dfa57bbc8a4f3497fe700	common_voice_ja_20847859.mp3	わたしは日曜日も働いています。	2	0	twenties	male		ja	
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20074627.mp3	日本人はおはしを使って、ごはんを食べます。	2	0	twenties	male		ja	
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191245.mp3	く	2	0				ja	Benchmark
4ad9eea58f6dba2b894bdc7ef6b5794133885508a8c18b05bc42e9c6776404434af7e7ee9e735553c788fe1f33def94b3a30ba6158992a02dc47ad75b9e9e934	common_voice_ja_22285958.mp3	いいえ、行きません。	2	0	twenties	male		ja	
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20074629.mp3	けさごはんを食べないで、家を出ました。	2	0	twenties	male		ja	
b4f0075d18131e279cb129b43e52481bd32712ff0d01ba58f31bedc8cf0f837ce72cd2173f0810b9b7d86666d18166afd422a49326bfbdd125cbf8dd089fdaf5	common_voice_ja_22272597.mp3	はち	2	0	twenties	male		ja	Benchmark
185c69f6cb07937060f7651deb580bddc412b91987222554b9dc5bcbb27b0114964f2c46583e8fa1a464ad0fd5542de91f19263a077977b319ec5718ba8af4fc	common_voice_ja_21896732.mp3	首相になってからのほうが、ずっと、表情が柔和だった。	2	0	fifties	female		ja	
2d928c67f344b5f47839839d08277137da3365c84393a5840a70cada5777fcc74ff69c96720bd4b18eb982f3c3a82f8c849e7acb983216eac72503e9fe1d81f9	common_voice_ja_20184312.mp3	婚家は、実家のすぐ近くで、ハイヤーを使う程の距離ではなかった。	2	0	fifties	male		ja	
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20116183.mp3	最初、速いテンポで巻きこんでおいて、中盤じっくり見せる。	2	0	twenties	male		ja	
b067e4a64d0c78c7c24b8eb93f9efc165121f9281fa6c31386d872529c2951a5a1f144ee8e5679c1bd41003695583b1c341de7d67fea995d584b5724b91ce984	common_voice_ja_22376222.mp3	に	2	0	twenties	male		ja	Benchmark
b067e4a64d0c78c7c24b8eb93f9efc165121f9281fa6c31386d872529c2951a5a1f144ee8e5679c1bd41003695583b1c341de7d67fea995d584b5724b91ce984	common_voice_ja_22376291.mp3	さん	2	0	twenties	male		ja	Benchmark
7eb3e928c079e5f85ad5f178432e3d9d1d49a4758a3dc6aa8d3968279ade1a3d941db6a3a1fcd8d6b184da2981d69cc1b17a693ffd4a9d1fcd84a2dac0b9cca9	common_voice_ja_22288151.mp3	ろく	2	0	teens	female		ja	Benchmark
06fe0935ded73a2f11e14e7f0c77c0fa0fc8038c535978005faabd53555d920d093bd48107b429f5aa32f25eb8c36017f8c236919e29f2273591a834b7028586	common_voice_ja_22207710.mp3	はい	2	0				ja	Benchmark
26078dcd6c436f61503b2664d45393a0fdec8463391598317ade39b6a6734f5f9fb5e284538dede2d30815248eddd24d29ffb0793dc9a33a44027c5f7fe9dc29	common_voice_ja_20967415.mp3	山田さんは来月東京へ行くそうです。	2	0				ja	
8e5df296063d264ffe317c0ac7828f1ed72e44a975edb144a42cc873b67cd6718530fff0a595cd07ab437fdd8164f840287e987d5bf4f05dcba9fad6274267ac	common_voice_ja_20074625.mp3	きのう駅前に新しいレストランができました。	2	0	twenties	male		ja	
accb9d4c2f79997fc3a58e3dbd7154e67d673d9a728670618791dc95de780c424867849c6e9693aeb9bb21a9a10c1f5aeee01fe0d4354c4ed37c7dea4a33b466	common_voice_ja_20527819.mp3	いいえ、できません。	2	0				ja	
dab60ebe7cd559ff07ff84bccf018b9aa9c2b9770a5e9b80e8dc96c98ef540052d5bfd25949b9689f031ffc1142d60b7a5ab89257857ea62b8c1b6d572303857	common_voice_ja_20037899.mp3	これはわたしのノートです。	2	0	twenties	male		ja	
56ada357f7218d08f5e055cda85b81ac58307229d66449aef970c20cf4d799a4bedce5209d8af650f7788e827298606db74c436d8d8e82cc44dddb8c75e7aa60	common_voice_ja_20664808.mp3	寝る前にストーブを消します。	2	0				ja	
d41fb6ea9b3123154575fc9e2d19639f1996984a7489cf053e4066063fd116eb76654a7b632987c539697c71bdb422c568fa99c0c49bf1df9ce8d5901dfc0dee	common_voice_ja_22324854.mp3	く	2	0	twenties	male		ja	Benchmark
dab60ebe7cd559ff07ff84bccf018b9aa9c2b9770a5e9b80e8dc96c98ef540052d5bfd25949b9689f031ffc1142d60b7a5ab89257857ea62b8c1b6d572303857	common_voice_ja_20054478.mp3	わずかの間だが、ズボンの裾をまくって、浅い波打ち際の水中を歩く。	2	0	twenties	male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22648982.mp3	円高ショックを少しでも和らげようと、自動車、電機などの機械産業全般に広がった。	2	0		male		ja	
c26b5026d43709b6b49e3d5ef6a8805d0bf166e3d2f64b47581e24e9ea1a79cb066da370916090a4c758b4723d8d2fbee2be7e5760cf23bf7e5f13e03c6bac4f	common_voice_ja_22777818.mp3	来週から一か月、林さんは仕事で海外へ行きます。	2	0		male		ja	
b7163b95f7dfc60b56cea7b0f7e9ab23f80b52635b29826bf868c1a3b84f752c440f455bf3b856f68a6dab3d3d64e2de81889c68d2401c6cdca24db1b117347f	common_voice_ja_20817635.mp3	どうすれば、漢字を覚えることができますか。	2	0	twenties	female		ja	
32a3e167dc3206a68fd07d47885a723661c52f68b14b0081e800ae12a02e91b2670dd72d8ae3531877829abb66eff79045d4a13eac09a66b01758cc4819257ee	common_voice_ja_19710846.mp3	なぜですか。	2	0	twenties	male		ja	
51e9ed35447037faf8743d586cdb3e1ec9f5c36145456d83cad5e923288fd71278ff6fc1d932eb62a8693da3a224ac54418f66c8577dfa57bbc8a4f3497fe700	common_voice_ja_19780670.mp3	ごはんを食べてから、歯をみがきます。	2	0	twenties	male		ja	
60dd57f5407b98da0fa6c22506c3ccd7ad4e57ef949808d385b447f0e2b210f1c546ed55a6877145c95d807178c13df7577dbaac55015e60d76273cb2a715ea5	common_voice_ja_21567872.mp3	おそらく、ほかにも、遺書を書いた人はいるはずだ。	2	0	fourties	male		ja	
07853aff56fd2417c89a0aa723b446a5bb01473d2f4dd806f1ced587bbb3d76b4da11b01a20f9fb33fa0c339a0c5b3a4b553a7ab8ff97ea60af02f947b980a5c	common_voice_ja_22191848.mp3	はち	2	0	twenties	female		ja	Benchmark
c80a9b61d1b5f36cd23da37332ca6559fe602db2a67df8f408708ea6fa3fdf289f41a9c9587cddbe67cb469af17fba9c0d5db1bb4ef1a3e5a7918625aecd6d95	common_voice_ja_19682731.mp3	自分でテーブルを作ります。	2	0				ja	
