client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
d7b3a1347bdb6fd9d990aa7e2d6800959c1f339107d7ef579de125450157a0fc15dc07fb030e39731e16b4b30e8667b77311f45cc3c4fe70f0b82349ffc9e2be	common_voice_hu_23734806.mp3	Nézz körül te karon ülő kapafogú.	2	0	twenties	male		hu	
3bac3d9dc74312d114688ad6a53e4bddcc2fdfeb33a3b984f2cd4a97e54009b61aa6a17045220078e5177a70a96768fd5d87e7e8d51c46c5c4f18b0686e8101f	common_voice_hu_23674528.mp3	Te sem vagy jobb a Deákné vásznánál.	2	0	twenties	male		hu	
2ff2841b36803810d463d932ac0b5b4cb6812e36da7726f3f34a41d4f831689a7c9af801b489865a8a6ec711a28f0ab8eb64a7bc9bbc666b3caa4e67400e8a42	common_voice_hu_23632263.mp3	Ez beteges, de te nem vagy az.	2	0	twenties	female		hu	
3bac3d9dc74312d114688ad6a53e4bddcc2fdfeb33a3b984f2cd4a97e54009b61aa6a17045220078e5177a70a96768fd5d87e7e8d51c46c5c4f18b0686e8101f	common_voice_hu_23649631.mp3	Most pedig távozz, kérlek.	2	0	twenties	male		hu	
3bac3d9dc74312d114688ad6a53e4bddcc2fdfeb33a3b984f2cd4a97e54009b61aa6a17045220078e5177a70a96768fd5d87e7e8d51c46c5c4f18b0686e8101f	common_voice_hu_23674844.mp3	Amit a szeme meglát, a keze nem hagyja ott.	2	0	twenties	male		hu	
431240ef6e8bf08a03963f18431983ac7aef51aae7d55eb92f894ac59846c805432483e8eb1aeb82077a1d9022d79063b55b661e84a253d6d17473580ee838b6	common_voice_hu_23631684.mp3	Nem vagyok a kicsi szíve!	2	0	twenties	male		hu	
3bac3d9dc74312d114688ad6a53e4bddcc2fdfeb33a3b984f2cd4a97e54009b61aa6a17045220078e5177a70a96768fd5d87e7e8d51c46c5c4f18b0686e8101f	common_voice_hu_23796710.mp3	No de a szegény asszony mégis hazavitt magával, s egészen nyájasan pillantott rám.	2	0	twenties	male		hu	
27cef4ad56566a942af2790c2e0b104d9bbc67ad23c8e81d64279f5cd7bbfbac81f96b0aa425e3f60258444ac83197c7d823821ae2e0b08636bb8d3dacf57cb4	common_voice_hu_23637546.mp3	Nagy, sötét kőgombok fityegnek a gomblyukakból.	2	0	fifties	male		hu	
3bac3d9dc74312d114688ad6a53e4bddcc2fdfeb33a3b984f2cd4a97e54009b61aa6a17045220078e5177a70a96768fd5d87e7e8d51c46c5c4f18b0686e8101f	common_voice_hu_23599758.mp3	Diplomata pályára készültem, de közvetlenül a hatodik gimnázium előtt abbahagytam az egészet.	2	0	twenties	male		hu	
7eba5114ee98138579daf18c34b2afcea50c36adca6087b729debfff97e2d47fc295f6decd57f8a3f0d2d895d64fbbf6b62a341c42633a8dab15260e4c77eb42	common_voice_hu_23387606.mp3	De sokat vesződöm veled!	2	0	thirties	male		hu	
