client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
464d9ac63f7958200bc09a141171355bf4f3631d66dc4bbfabd497619a8f055c034c0752987944b2102e02d4b435bcd3ce0527962871112049e1d26865b776e9	common_voice_ca_17698757.mp3	Es va arronsar d'espatlles.	2	0	fifties	male	central	ca	
eb415e110eaff48bdbc03b5ab719f64593f222b4a1d872b552e4fc48d338e532d1954f76e94813e44a6cd030425b4076cd7b9bf388b870a31344545d092dfa1a	common_voice_ca_19235117.mp3	Pel que fa a l'ajut de menjador la quantitat atorgada serà el que fixi del Departament d'Ensenyament.	2	0				ca	
7e36be2204fe367a3798e1b2ff988779890591e5c997b1f6025ec8ee1fef3eb19e81b74bb8657874f5a990d5062d6c849621ce363c4a9c2c5a63c0966be6140c	common_voice_ca_23199287.mp3	Actualment aquesta zona és una escola de cuina.	2	0	thirties	male	central	ca	
bfe8d96ce71f9cce7bd16b5282041c66773405f1a11f4f0c8d3b6e81646f262bdac0cb3ee8f54e13175ba9ed7da38407e8a9aeff20972271f0c62c0b19f8b644	common_voice_ca_22332864.mp3	No és, doncs, una cuina de caràcter pesat, sinó més aviat lleugera.	2	0	sixties	male	central	ca	
211e46bffbe4b33046286100ad08d528392e0b75c8d26c849b3bd8da0ae9c6816cd42f118ef0912ad12527c01ce5029b9aa183ce17362f55c23c2a1068849e91	common_voice_ca_21207078.mp3	Ella li replica que les monges continuaran servint, sense importar la seua vestimenta.	2	0	fourties	male	central	ca	
3c0790f42d129d53972af366502a9285e7c8d562332300fe5b0ef964119b198075306b5e168b00b8fe1ad8c2662397051dfde88b060d186be8b06ca51f5c1592	common_voice_ca_21779333.mp3	Les dades publicades i compartides mitjançant aquest procediment són dades normalment catalogades.	2	1	fifties	female	central	ca	
9231d065d458a6618d42c56d48e3ab8413f8be9838aa697b53538e31c69704813020524f651f8c8e89191fb2edc2e0aada0e94588691a0dc77b80f2eba4d5edb	common_voice_ca_18169020.mp3	Març ventós i abril plujós fan el maig florit i formós.	2	1				ca	
85c9e13ccfc0d67de10281b04257d8ac0c256d2f9415e54148fb59954c0d43f66d3cbea43ea6389f8407a8bda8b1b1becd30e41dfbb3dd9bebbe69816d096fa9	common_voice_ca_23793530.mp3	Finalment Bartomeu Camps fou capturat durant un encontre amb la seva amant prop de Girona.	2	0	sixties	male	central	ca	
410956c919f939926d5ea58ad4556b8a508578f5154e66bb8a7a4d83458c5349a48f8bba6d91928ef2484d2636aaaba989d0e73aaedd31e0d52ce803b218e2e0	common_voice_ca_17747997.mp3	El jutge que investiga el cas diu que hi ha indicis de delicte.	2	0	fourties	male	central	ca	
9fb127fbe4659174b52ef61778a705cc5a96c8f136445bd28c10ac79398ab9ea291852b627e285e828fe37aa23d05b13cf202f3f0cb4c272aba94dd1806802c9	common_voice_ca_17774829.mp3	El ventre porta les cames.	2	0	fifties	female	central	ca	
