client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
fc285293c90319794b5907793f7cb64b1d1e72ea4583f03c7e107fe9b1ed55dc71645d93d791945d99a27a9ebaa4f43db9b6afb759027bb37cb365c74e77a7eb	common_voice_kab_18870203.mp3	Ɛeddi nnig isefreg.	2	0		male	other	kab	
a2f418cee9f39284b60ff3ffc2ba866d166021ebbfa1ac5373acdc11e07e83c6f2044a9e18886984a3d9cf218c1dbbfe7b688b924905978fe39e64677c4408c0	common_voice_kab_19164076.mp3	Amkan i d-teǧǧiḍ.	2	0	twenties	female		kab	
7adc2ecf17e684cc99942b9b71c203b91677bf45e24e9866257c18411ceebdb8d6133beb7b2b89e6ad8e6de28e39a58b1d81ac7d2b9a3e53ca72bbd8da7d70d4	common_voice_kab_17557344.mp3	Cɛel aselkim-inek, trajuḍ kra n lweqt.	2	0	thirties	male		kab	
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_18429820.mp3	Teṭṭef addud.	2	0	thirties			kab	
b9541814f3f4743d3593f9ee7b4396307047e794264046daf22f369c52fb4ec6637fea2dba60220fdffc9cf153685b9d613e05cc2ebaf58ebde7dda73827d4e4	common_voice_kab_21619790.mp3	Tezder.	2	0				kab	
080e2789695813befc21b33df11b5c8dc7e2c4bd37d0f8a6d4cead730e2db51d2788fc059234c6f1d5b9a2c3ed8468222634459727238a14b602c3ab226892da	common_voice_kab_23410866.mp3	Cukkeɣ yif-it ma teddiḍ yid-i.	2	0	thirties	female		kab	
c1396e78e05deebb73fefac5f2e17ec66163f257d691d88cc958390e1a5069a5b4e1d49481df6e61f8c07907456232a73fb3c50330fad87286dbf31193e66ae9	common_voice_kab_20631036.mp3	Tsebɣemt-asent-tent.	2	1	fifties	male		kab	
54f884283545297c297e68c0fe220da1d114705238164d4b391fdbe2ed4286b6b105352dba25ceceafef145ef3bc7808448589c55e94c1bdb2a7467df898c204	common_voice_kab_22168834.mp3	Necci d tanelmadt.	3	0				kab	
ac0bf9911a88da2f55843c6d658d70e3dff5b5e2e914d0dbb984d2cc6c59551422a64358c530fbdd561cf26a2414089074994bd88c07a9f6cf20e8aeea81f518	common_voice_kab_23601449.mp3	Qqim mṣeggem deg ukersi-nnek.	2	0	thirties	female		kab	
5a32605243925e29072c24780fba86db32730491750b1da84c1c8a3b37a55a9a82321fb8e82ac784b1d9df1fc6dc2fd1f7f82a029df246e4fca7eb7a8f9d7836	common_voice_kab_21785770.mp3	Bdum tura!	2	0	fourties	male		kab	
d8104ba5521a665c15ab054e05c3af1719ab2157b1068653084c29d1d470102e5682c58f274083d9ed0a534a86dbc525c105bde127c15e64038ad653bb9bf2f1	common_voice_kab_17907461.mp3	Aẓet-d.	2	0	thirties	male		kab	
d8104ba5521a665c15ab054e05c3af1719ab2157b1068653084c29d1d470102e5682c58f274083d9ed0a534a86dbc525c105bde127c15e64038ad653bb9bf2f1	common_voice_kab_22250986.mp3	Uraremt!	2	0	thirties	male		kab	
54f884283545297c297e68c0fe220da1d114705238164d4b391fdbe2ed4286b6b105352dba25ceceafef145ef3bc7808448589c55e94c1bdb2a7467df898c204	common_voice_kab_22320336.mp3	Dayen teddez tebrez.	2	0				kab	
97be11557d9e8e47759074e598119b2e1dcaf76a73fdde89fe4772144fe3168c9f370d3cbcaf63b40e1f976a664734e9cb8e03b274aeeaee2d5409255017602c	common_voice_kab_20354063.mp3	Tedda ɣer tnersamt.	2	0	fourties	male	other	kab	
ce1223952600c51f9a4d06997f3dbab1c2fcb432fc369dc89229e32ba053a9d8975a4dc76d3b9a886ee18d8626176792f1de88d0d664d8c0413a3d5332a84f12	common_voice_kab_20752093.mp3	Times!	2	0	fifties	male		kab	
ce1223952600c51f9a4d06997f3dbab1c2fcb432fc369dc89229e32ba053a9d8975a4dc76d3b9a886ee18d8626176792f1de88d0d664d8c0413a3d5332a84f12	common_voice_kab_18772355.mp3	Akka i slan.	2	0	fifties	male		kab	
7196704da3365b65530901d26266fa5caa254bbd94e06dcf828384a264f5967ff09971dd9ec8c503bbf75c366b15c06caa29b1ed777596b9bfc68334ca243cb0	common_voice_kab_17879782.mp3	Agraw n Tigejda n Teqbaylit, ggten deg-s imeẓdaren d yimeɣnasen.	2	0	thirties	male		kab	
8652fe711bc9e71dbab0dfb4e27b25809118dd92441dece2c3bba2d7e085412127b2174633ac2999733c98ef919e4b4aedf50ccc142f192e2d24545b53a7688b	common_voice_kab_20440276.mp3	Bɣant ad temmtemt.	2	0	twenties	male		kab	
5a32605243925e29072c24780fba86db32730491750b1da84c1c8a3b37a55a9a82321fb8e82ac784b1d9df1fc6dc2fd1f7f82a029df246e4fca7eb7a8f9d7836	common_voice_kab_21809700.mp3	Ruḥent, meɛna, tasa-nsent ur tent-henna ara.	2	0	fourties	male		kab	
5ba633ab9a9fbf912cc3cfcaa629ec5d71d6affac724f91ac516471518020eb1409dd7f39cea0674cdc561877e3bb711da60d4558c1e518f4f0b98758154ccd6	common_voice_kab_23575529.mp3	Yuba yesqelliq aṭas iman-nnes.	2	0	fourties	male	other	kab	
d8104ba5521a665c15ab054e05c3af1719ab2157b1068653084c29d1d470102e5682c58f274083d9ed0a534a86dbc525c105bde127c15e64038ad653bb9bf2f1	common_voice_kab_17960408.mp3	Ulamek ad nehder ɣef waya ma ulac later.	2	0	thirties	male		kab	
1388a8d907f6b794af0b82339d334b13e8e6eeaafb3e81c8294409c4a427447fe2f29db29eba2330b25d360f60a4ae3b9773008e379ce6d412e390f506ce4cfe	common_voice_kab_21084495.mp3	Tettnadim ɣef kra n yiwen?	2	0				kab	
d8104ba5521a665c15ab054e05c3af1719ab2157b1068653084c29d1d470102e5682c58f274083d9ed0a534a86dbc525c105bde127c15e64038ad653bb9bf2f1	common_voice_kab_18728998.mp3	ama deg tɣerma ama deg yidles.	2	0	thirties	male		kab	
c188bd4a75928b4c0ab5a20135145ff7baf3041b96bed95228e655850a37c5680a3b8aba85412c0ab3a749f27a8ca156abdbca30f24832eb9f67ff4b3015ed63	common_voice_kab_20456115.mp3	Aset-d ad nesgunfu.	2	0				kab	
