client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
f17d7946f8f88ceb251dd6cdd839ff52ccc42e807ff3f94a418b74fcf275b466b35d16d0e5530addeb76981c5bc2d86b395803dbd5b36d1b21077276116ccb9a	common_voice_cy_17306104.mp3	Dw i eisiau cael fy arian yn ôl.	3	0	twenties	male	united_kingdom	cy	
15a1e37201aafa0c650b8fb53a0a5f0fa7c983a2f2a8c812cc86f30853572ea350ddb244c0e3073df9a65269858a15f6255226995ffbda7b857df770a208166c	common_voice_cy_17687494.mp3	Ugain litr o betrol di-blwm.	2	0				cy	
2b1c03344a2c57d0e51337ff98bbb625e5eb3c329949e6d419ba4ebddee86dfc1308a1842099177a8c6b568ce31187c9740badb55b108ddfbf0973377e0c106d	common_voice_cy_17982687.mp3	Rydw i'n meddwl fy mod i wedi colli'r cyfle olaf i alw arnyn nhw nawr.	2	0				cy	
ccec89c511a05a00c19b40cf47098afb8e0f405cad8f5e077f4cca6408c0748d8441fdc3b72e83eff6613c7c7fa52467618a397c92ea9526cab02524d04e8b39	common_voice_cy_17681473.mp3	Mae o bellach ar lwybr gwahanol iawn ac yn ail-adeiladu ei fywyd.	2	0	fifties	female	united_kingdom	cy	
1c080e83f443587d1622c62c583f9398598158e99f421cbca4335864b89af43847184e5f7d13635a20c013263aae7a701526095e4b8c33419177a280c960b9f0	common_voice_cy_20594975.mp3	A fyddech chi mor garedig â chadarnhau bod hyn yn gywir.	2	0				cy	
07079244d8ff71f243767c503e34c3fa30080ebe6ac2de2735ffd2d7df93af4e4ac782cd34fd7203d13a0b47e9c840596623fd131e4ec313eb31580eadbe50f4	common_voice_cy_21523754.mp3	Dyma drasiedi'r ddrama - canlyniad anochel chwant	2	0	thirties	male	united_kingdom	cy	
0b4ab97f38b543a6d4ba91bd2bd19245e282e96c64991663e9200351e7ab284391399b203f1c5f6361f6d797aa2401a4c90f05bed4857e57a541e60e578d061e	common_voice_cy_17677376.mp3	Beth yw'r gwahaniaeth rhwng hen deganau a theganau newydd?	2	0	thirties	male	other	cy	
f5fe6a201f46fa4dc45488af2269f0523577aa76cc40be065a4285dcd9f7566481bb56af22493db784935081fb0428c120ee2eb4b0de5db20058e5591f455c35	common_voice_cy_17840198.mp3	Beth fydd pethau fel dros Nadolig os nag oes dim lle ar gael yn y tŷ?	2	1				cy	
0b4ab97f38b543a6d4ba91bd2bd19245e282e96c64991663e9200351e7ab284391399b203f1c5f6361f6d797aa2401a4c90f05bed4857e57a541e60e578d061e	common_voice_cy_17672627.mp3	Porthcawl, twpsyn, Nantlle, tabloid, Nhywyn, amhleidiol, ddoi, ddrewllyd	2	0	thirties	male	other	cy	
cbe0bd8f3aa750f0091e07c0c3e40d3609f3ee9fd5d8d0e7470acea1a1297cfe35cdfaeb014d7ee33901180aeb1d74814d899b36261aae3074cc750cb4d3a554	common_voice_cy_17658250.mp3	Fyddech chi'n meindio ailadrodd hynny?	2	0	thirties	male	united_kingdom	cy	
